,track_id,track_name,artists,track_genre,track_pop,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
29,03X1SHRxnIb2jtjcQx54Et,Cursed,Gost,club,50,0.583,0.929,1,-5.106,1,0.198,0.00115,0.873,0.164,0.285,118.0,4
30,6vjfr05pqOTmBJTyQKrkkv,Disfarça,Sorriso Maroto,pagode,50,0.578,0.709,10,-8.099,1,0.0684,0.719,0.0,0.677,0.686,153.363,4
31,03EgWU32p7M72l0mtpxdCB,The Incredible Hulk,Floyd Cramer,honky-tonk,16,0.382,0.241,7,-13.66,0,0.0272,0.643,0.944,0.156,0.207,146.177,4
32,72HdutlIHBZJ7WT1xVAAZT,Kajra Re,Shankar;Ehsaan;Loy;Alisha Chinai;Shankar Mahadevan;Gulzar,classical,59,0.484,0.898,0,-4.132,1,0.164,0.365,0.0,0.091,0.68,91.975,4
33,1L9C9xGr6rbCmojIp87DVG,Watermelon Sugar,Ingrid Olsson,piano,40,0.44,0.0185,0,-29.909,1,0.0722,0.994,0.943,0.115,0.154,74.337,4
34,6a7vpKrVXdAyMItaQI9ZYS,Vladimir's Blues,Max Richter,ambient,61,0.375,0.165,9,-21.918,1,0.0676,0.995,0.901,0.105,0.0581,114.728,3
35,6FoUUkUM4fVdh5pLZyxgjz,Automatic (feat. Jake Miller),Fly By Midnight;Jake Miller,electro,68,0.6,0.529,8,-6.184,1,0.0277,0.239,2.35e-05,0.099,0.371,134.966,4
36,3QnnhaPU3yN3qIOP4b5sx6,The Sun,Neelix;Ghost Rider;Caroline Harrison,techno,47,0.408,0.871,0,-5.272,0,0.0688,0.0199,0.867,0.123,0.548,137.987,4
37,1h6NF4OErecHfANsoGV32h,En dag när du blir stor,Benjamin Ingrosso,swedish,36,0.355,0.452,8,-8.828,1,0.0351,0.632,0.0,0.0518,0.2,135.719,4
38,0jmHIDi5pCbtTuvM9t323L,Tennessee Christmas,Ashley Monroe,country,0,0.653,0.433,0,-8.307,1,0.0243,0.505,1.65e-05,0.193,0.423,96.004,4
39,5T2iobXGYEI9TdrJ4Du6QN,You're the One for Me - Digital Farm Animals Remix,Great Good Fine Ok;Digital Farm Animals,synth-pop,56,0.7,0.573,3,-8.064,1,0.0358,0.243,0.729,0.202,0.241,107.009,4
40,5fcIg2K2fGHToWOC8pvuX2,Origine,Else,french,50,0.451,0.865,4,-6.501,0,0.0335,0.0139,0.578,0.314,0.0799,98.967,4
41,4oKmoykjZiDAr4KkTCIPnh,Affected By Sound - Radio Edit,Korsakoff;Decipher,happy,20,0.328,0.962,8,-5.435,0,0.237,0.00245,0.000152,0.177,0.13,175.041,4
42,6t8AgAr4upD9KZ3rmSSS20,Del Cielo Cayó una Rosa,Cuco Sánchez,guitar,32,0.598,0.28,0,-17.44,1,0.0299,0.763,0.0,0.425,0.681,105.217,4
43,7y3ubYh0BR6wgISiALACWQ,怎樣 ?,Penny Tai,mandopop,51,0.641,0.363,2,-10.434,1,0.033,0.809,0.0,0.0949,0.218,119.739,4
44,02ocOpp3OlYjjFvhvBDljE,Duality,Slipknot,alternative,0,0.354,0.982,4,-3.026,0,0.168,0.000237,0.000301,0.204,0.194,143.79,4
45,3uStl3ZgOOPdeFHntpt9tO,La Último Carta,Satélite Kingston,ska,35,0.805,0.712,2,-4.072,0,0.0375,0.163,4.87e-06,0.0882,0.976,139.985,4
46,7CVhwXEyCQl4CNDxirAtJA,Enter,Cybotron,detroit-techno,13,0.674,0.708,1,-10.751,1,0.0664,0.0392,0.0068,0.181,0.688,110.437,4
47,5ER73exV0Vqu56UxMe8PGt,Escalate - HAAi Remix,Ben Böhmer;JONAH;HAAi,house,2,0.529,0.974,8,-4.656,1,0.055,0.000421,0.947,0.191,0.535,135.0,4
48,3KX0Ybl3zFMKh2oYZDyTyj,Enamorada,Maelo Ruiz,salsa,27,0.765,0.855,2,-5.088,1,0.0432,0.23,0.0,0.0456,0.758,95.389,4
49,4eWQlBRaTjPPUlzacqEeoQ,Never Be the Same,Camila Cabello,dance,74,0.637,0.713,0,-4.333,1,0.0747,0.181,0.000637,0.137,0.243,129.923,4
50,4evRZqacg3HxasW7iKR0dt,Fonte Da Saudade,Kleiton & Kledir,mpb,43,0.463,0.668,4,-7.169,1,0.0372,0.0311,0.0,0.586,0.306,122.154,4
51,0XkOOiaWylrrpjRYM730iQ,Navidad,Guayacán Orquesta,salsa,33,0.672,0.803,0,-7.062,1,0.0361,0.345,0.000688,0.0677,0.936,94.101,4
52,0y0sGn9Q6DehWp0mRujVy6,Das rote Pferd,Markus Becker;Die Mallorca Cowboys,party,0,0.629,0.997,5,-1.975,1,0.0732,0.0203,0.0,0.688,0.691,133.995,4
53,4XqXNU8MwPHwbgZmNXmAdc,Junio,Maluma,reggaeton,81,0.85,0.756,11,-3.439,0,0.0407,0.0999,0.0,0.0873,0.896,120.024,4
54,0LFjK2gvwECVObNMSBpYzX,Me He Enamorado de Ti (En vivo),Filippa Giordano,opera,26,0.347,0.875,0,-2.605,0,0.0955,0.705,0.0,0.972,0.266,85.159,4
55,4UsfYFL8ANvdgFivCMx3Xb,A Storm Is Coming,Lorne Balfe,british,33,0.518,0.433,2,-16.205,1,0.0424,0.504,0.819,0.285,0.0389,102.048,4
56,02gH8djuf4t1V0aCaPBfNM,Numb Little Bug,Em Beihold,singer-songwriter,0,0.742,0.527,8,-6.892,0,0.0769,0.327,0.0,0.25,0.638,84.974,4
57,7epXbE0HjHnDrPfbYpl3eq,A Donde Quiera,Marco Antonio Muñiz,rock-n-roll,30,0.283,0.507,7,-10.73,0,0.092,0.485,0.0011,0.108,0.408,168.382,4
58,62UAFVREdTssSevwa5jqhF,I Took A Pill In Ibiza - Seeb Remix,Mike Posner;Seeb,edm,58,0.665,0.727,7,-6.57,0,0.103,0.032,1.02e-05,0.0873,0.66,101.976,4
59,0pqT3X5eT87l1CFmpTjdNb,Bubble Metropolis - Mixed,Drexciya,detroit-techno,5,0.722,0.698,2,-10.66,1,0.0423,0.00012,0.83,0.115,0.464,125.993,4
60,3kR46NDulqIda1yZqrspnn,Baciami piccina (Botch-A-Me),Jumpin'up,rockabilly,23,0.694,0.591,7,-6.591,0,0.0974,0.384,0.0784,0.12,0.943,93.816,4
61,0871AdnvzzSGr5XdTJaDHC,踊,Ado,j-pop,66,0.709,0.962,1,-0.753,1,0.106,0.153,1.77e-06,0.621,0.767,128.013,4
62,6VNgUdPze583ZMIqe9EAyF,Dragula,Rob Zombie,alt-rock,1,0.579,0.978,0,-5.327,0,0.0548,8.55e-05,0.000141,0.0955,0.558,125.073,4
63,7AIP5Lqy500r7pYtdCpphh,Sleeping Golden Storm,Wolves In The Throne Room,black-metal,16,0.104,0.345,9,-14.844,0,0.0385,0.813,0.922,0.154,0.0379,91.211,4
64,7gyhWg9k5HkgWZq9V8nsrT,Santa Monica,Everclear,alt-rock,0,0.491,0.942,7,-5.333,1,0.109,0.156,0.0,0.367,0.398,100.441,4
65,11a4DvCBwgVyfLObkkvvdf,If Teardrops Were Pennies,Carl Smith,honky-tonk,19,0.674,0.198,4,-13.84,1,0.0306,0.89,2.49e-06,0.188,0.622,129.326,4
66,3ebXMykcMXOcLeJ9xZ17XH,Scared to Be Lonely,Martin Garrix;Dua Lipa,progressive-house,78,0.584,0.54,1,-7.786,0,0.0576,0.0895,0.0,0.261,0.195,137.972,4
67,6oUK2k9OJ0WvmVveyauFB7,Mere Haath Mein,Jatin-Lalit;Sonu Nigam;Sunidhi Chauhan;Prasoon Joshi,pop-film,64,0.554,0.606,1,-12.312,1,0.0722,0.578,0.000183,0.11,0.584,93.922,4
68,3vY18iAhjMoocohbtxwMtk,Uma Thurman,Fall Out Boy,emo,1,0.623,0.961,4,-2.616,0,0.0869,0.102,0.000171,0.264,0.668,149.963,4
69,5Hc5uFMVvvtc9YYJmXtspy,A Ella,KAROL G,reggaeton,0,0.73,0.769,2,-4.936,1,0.178,0.244,2.06e-05,0.136,0.594,181.988,4
70,3qx8CGPy08JJuclpmnivzL,Baby It's Cold Outside,Idina Menzel;Michael Bublé,show-tunes,0,0.553,0.476,0,-8.869,1,0.0649,0.647,0.0,0.281,0.558,113.4,3
71,0RQTFRdO3LcKQ1GeoXHnIj,Dios De Mi Vida,Thalles Roberto,gospel,38,0.656,0.876,10,-3.649,1,0.123,0.123,5.72e-05,0.466,0.531,103.911,4
72,3WpcgGXQTsg1i84WSA5uqe,Produtos do Medo,Manger Cadavre?,grindcore,14,0.196,0.858,4,-7.609,0,0.108,1.95e-05,0.961,0.207,0.491,173.248,3
73,5BCVQPv92Y5kLkHE7RR8po,"Concerto for 2 Oboes in C Major, Op. 7, No. 2: II. Adagio",Tomaso Albinoni;Anthony Camden;Alison Alty;London Virtuosi;John Georgiadis,opera,21,0.179,0.0588,9,-22.848,0,0.0385,0.938,0.862,0.105,0.116,81.929,3
74,0zAP6dNWTxFl774n6qjWNO,Pero Tú,Alejandro Sanz,latin,0,0.687,0.559,0,-4.661,1,0.0351,0.714,0.0,0.116,0.404,136.073,4
75,4qto2kJITIHyE086P4WtkU,Kiss the Rain,Yiruma,new-age,56,0.557,0.0958,8,-18.457,1,0.0542,0.99,0.872,0.145,0.202,112.819,4
76,0aJglfKKlSuhwws0EU6Q5v,Impossible,I Am King,hardcore,62,0.455,0.758,8,-6.349,1,0.0415,0.0067,1.67e-05,0.127,0.378,89.966,4
77,2TX9lDbYNbQOGaQEvJjlz8,Toda Sorte de Benção - Ao Vivo,Trazendo a Arca,groove,26,0.529,0.939,9,-6.669,1,0.135,0.403,0.0,0.965,0.62,130.941,4
78,1PH1U3ZfSoKP0hB5OuVR6H,New Found Love,Popcaan,j-dance,30,0.748,0.647,9,-6.475,1,0.0682,0.0552,7.14e-06,0.248,0.418,84.027,4
79,7N28Tbrr3EePLlXGFcTcUo,Lisbela,Dominguinhos,samba,42,0.655,0.676,5,-6.554,1,0.039,0.622,0.0,0.127,0.923,143.878,4
80,1v8NfOckFEnck9gp7iyetm,Bachalo,Akhil,hip-hop,65,0.756,0.538,1,-6.625,0,0.0485,0.654,0.0,0.172,0.516,92.023,4
81,3dtVijGXNMyi6Vhgsdj3hg,Patenta,Dvice;El Sica,reggaeton,45,0.478,0.652,11,-4.329,1,0.372,0.00202,0.0,0.366,0.128,88.447,3
82,3QLS1oGBn21ULFAuyrJW3X,Mighty Lonesome Man,James Hand,honky-tonk,18,0.573,0.486,9,-5.903,1,0.0312,0.348,6.85e-05,0.36,0.701,119.75,4
83,1MfvnCnhKwAuiYE3ILKzQj,Most Wanted,Alkaline,j-dance,26,0.745,0.828,8,-4.469,0,0.168,0.709,0.0,0.107,0.815,106.149,4
84,4OO2lavE7yz5Ane6fEYXp3,Everything You Do Is A Balloon,Boards of Canada,trip-hop,49,0.54,0.385,7,-13.819,0,0.0435,0.105,0.916,0.101,0.0875,91.041,4
85,5jkFEHWraBRMHSlEQ7pU4g,I Can't Make You Love Me - Piano Version,Mark Benson,disney,57,0.442,0.0405,0,-25.777,1,0.057,0.992,0.962,0.115,0.191,111.388,4
86,5m3GmwLuZSP00IzHdxsDIV,Cuarteles De Invierno,Andrés Calamaro,rock,0,0.488,0.627,9,-7.266,0,0.0295,0.429,0.000133,0.114,0.482,78.979,4
87,1lCZCeNWATY0JHYgH19zyI,Dry Counties,Mountain Sprout,bluegrass,29,0.533,0.841,2,-4.418,1,0.0315,0.126,0.000212,0.184,0.97,122.132,4
88,2itzcJHEGyqAMn3GIu5sTe,Melodia,Syn Cole,deep-house,37,0.782,0.757,11,-4.893,0,0.0406,0.0706,0.000554,0.32,0.655,123.964,4
89,1eJ8xprO5ZvX4A6YC2gcyF,笑顔のレシピ,=LOVE,j-idol,36,0.538,0.921,6,-3.315,1,0.0553,0.0237,4.89e-06,0.362,0.77,95.029,4
90,7mDsQh8ZNJsFgbp5iTuSET,Bängen trålar,Nationalteatern,swedish,36,0.747,0.517,9,-15.464,1,0.0425,0.553,0.000722,0.0864,0.933,113.879,4
91,12C8D6jNLtxBd2zjy1Wgg0,Midnight Ramen,Nathan Kawanishi,study,32,0.785,0.187,1,-15.433,1,0.0713,0.942,0.948,0.109,0.516,144.292,4
92,0LoXWA6JiEQ7hrHOU89PeI,La Laliki Land,SarrSew,iranian,2,0.24,0.286,10,-16.977,0,0.0476,0.358,0.0167,0.131,0.0353,140.76,3
93,5KJSI1MjQeXEBHBYMjgP41,Innum Konjam Naeram,A.R. Rahman;Vijay Prakash;Shweta Mohan,pop-film,64,0.647,0.389,5,-10.35,1,0.0336,0.509,7.8e-06,0.103,0.436,134.976,3
94,7jc7WyJQ3dSBwlVntvpPMK,Nothing You Can Do,The Klinik,industrial,22,0.653,0.687,8,-11.573,1,0.0524,0.455,0.894,0.201,0.0376,119.825,4
95,6tLDBtppww0pxHiEwKsp5O,I don't see nobody but you,Yusei,chill,54,0.576,0.355,3,-8.983,1,0.105,0.975,0.801,0.11,0.332,107.015,4
96,5iVyv5cB28Za3NbNnWHpry,Geto Highlites,Coolio,funk,53,0.805,0.686,8,-8.671,1,0.159,0.194,0.0,0.263,0.602,87.414,4
97,19HbAQq7QgHrvpX8JLrCmN,We Come to Ruins,Sirenia,goth,21,0.432,0.928,9,-5.329,0,0.0582,0.000418,0.00716,0.693,0.16,92.009,4
98,5uucjQhsswzAAn4tJpjujn,Stand In Awe,Bethel Music;Paul McClure;Hannah McClure,world-music,49,0.3,0.189,7,-11.753,1,0.0303,0.935,0.0,0.114,0.264,96.731,3
99,5UVhiRDRO66p5ZrbNAyCpH,Holography (Concerto for Piano and Orchestra),Idin Samimi Mofakham,iranian,0,0.164,0.259,4,-16.207,1,0.0377,0.696,0.533,0.122,0.035,86.187,4
100,5e4lB4UhS1lR9hOOLDqG3u,Eternity - Radio Edit,NG Rezonance;S5,trance,28,0.384,0.994,1,-6.39,1,0.0576,0.00546,0.933,0.286,0.165,139.996,4
101,7GDGbF9PMU3sjxtmZFXWN4,I Wish,Joel Corry;Mabel,house,1,0.686,0.856,9,-2.717,0,0.0426,0.0896,0.0,0.0648,0.733,123.997,4
102,5LgTDoAcI7S4Cp6g1XRq7L,Ohne dich,Rolf Zuckowski,children,29,0.643,0.519,7,-7.967,1,0.0458,0.834,6.86e-06,0.0899,0.85,165.608,4
103,7LGwWhWc5FCkhHIZqT3xg1,My Own Way,Sterkøl,deep-house,50,0.619,0.597,7,-8.092,1,0.0475,0.0139,2.04e-06,0.14,0.279,124.004,3
104,4CpZ0tluVXhe13GEPPzIdg,Um Milhão de Anos - Ao Vivo,Theo Rubia;AC Music,gospel,44,0.459,0.61,7,-7.836,0,0.033,0.00623,0.0,0.0763,0.109,134.08,4
105,1LDXhlWnWmrQeUp3B7bzDV,Ball And Chain (Honky Tonk),Mike Ness,psych-rock,29,0.503,0.713,3,-5.932,1,0.0331,0.000468,4.75e-05,0.052,0.524,108.873,4
106,70oCSjkWqBvGBql9gJz5dx,Fusilados por la Cruz Roja,Patricio Rey y sus Redonditos de Ricota,punk,47,0.557,0.873,9,-6.674,0,0.0449,0.00822,0.00453,0.0648,0.868,162.842,4
107,1SuZmSnWNtVDHecBB7jbj0,Before You Walk With Kings - Brennan Heart's Extended Tribute Mix,MYST;Brennan Heart,hardstyle,36,0.278,0.957,4,-2.705,0,0.169,0.0594,0.00129,0.358,0.237,154.933,4
108,1cljqIpqVclOzZBG4jWiTm,Ella Es,Tony Vega,salsa,0,0.483,0.843,5,-9.476,0,0.0338,0.279,0.0,0.0671,0.961,99.359,4
109,6aGaVn5i4A5MZCxJ1WrlIc,Espiritu Combativo,Malon,heavy-metal,26,0.233,0.857,0,-6.5,1,0.0696,0.000211,8.14e-05,0.0651,0.411,66.018,4
110,7saOSM2fUxclPXFAFJQACk,A Million Years,Johnnyswim,acoustic,28,0.71,0.782,2,-6.276,1,0.0835,0.0684,8.66e-06,0.0845,0.523,123.04,4
111,7EH1f2Kq0rrKTmT9h1mkDJ,Padichi Parthen,Shankar Mahadevan,pop-film,58,0.583,0.953,5,-6.665,0,0.281,0.111,0.00111,0.116,0.584,153.354,4
112,1sgDyuLooyvEML4oHspNza,Lose Somebody,Kygo;OneRepublic,house,74,0.58,0.586,1,-6.883,1,0.0357,0.344,0.0,0.0755,0.507,147.988,4
113,1udgzy08y3WSBcgnRpbZQX,killer nine,Codename Chinadoll,study,4,0.795,0.361,9,-15.196,0,0.178,0.924,0.726,0.0948,0.196,90.015,4
114,6U8WHvA67rHjgsq5QV291B,Soushkin - Original Remastered Mix,Dream Your Dream,happy,20,0.714,0.891,1,-7.649,0,0.119,0.315,0.788,0.389,0.106,156.049,4
115,3Gb6tD5PbkbKcwK6XY3zCh,Leviana,Léo Magalhães,forro,44,0.624,0.843,5,-3.956,1,0.0274,0.157,0.0,0.338,0.808,142.097,4
116,4pSj48vhbXwYvf2zbD1WJa,The Boxer - DFA Mix Edit,The Chemical Brothers,breakbeat,15,0.714,0.892,7,-5.258,1,0.0425,0.0102,0.85,0.32,0.876,96.997,4
117,5jvwBfP3afteHaLNrPrUCN,Heat Waves,Glass Animals,indie-pop,1,0.761,0.525,11,-6.9,1,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,4
118,0lNqNCVlSxOCKmGgGu2UJf,JEKYLL & HIDE,Bishop Briggs,alternative,0,0.596,0.602,11,-4.876,0,0.0413,0.0352,0.0,0.0821,0.611,117.014,4
119,6msJFkNfTMHunvKi4PZWlY,Boğazımdan Geçmiyor,Kenan Doğulu,turkish,38,0.731,0.591,10,-6.478,0,0.14,0.434,1.37e-06,0.113,0.199,99.98,4
120,71SkFSzzAmdsM2Kgzpo35c,Estou Aqui,Isaias Saad;Luma Elpidio,gospel,38,0.449,0.354,9,-8.585,1,0.0284,0.522,5.46e-05,0.0747,0.128,134.057,4
121,7y7A9sWYJQpPwKiJBwGZOd,Christmas Lights,Yellowcard,punk,0,0.517,0.571,9,-8.478,1,0.0293,0.00674,0.00142,0.0508,0.222,130.905,4
122,688td3ERdnPDqNyT80PAA8,Industry Baby,Onur Atli;Efekan;Jordan Rys,turkish,56,0.745,0.9,10,-5.387,0,0.0665,0.0039,0.000678,0.0946,0.504,128.014,4
123,2BndJYJQ17UcEeUFJP5JmY,Paradise Circus,Massive Attack,trip-hop,62,0.81,0.591,8,-13.385,1,0.0638,0.414,0.799,0.072,0.297,136.028,4
124,2xjJhqTecm3mcjmIp1DCBI,Teddy Bears Picnic,Don Spencer;Anne Kirkpatrick,children,30,0.709,0.242,9,-16.445,1,0.0965,0.874,7.04e-06,0.0802,0.843,118.464,4
125,6EXBsgxyocV4N3BO9aUBxA,Okładka łatwo cię może zwieść,Ewa Prus;Wojciech Brzezinski;Inni - Mary Poppins powraca,disney,23,0.626,0.566,1,-10.693,1,0.498,0.726,0.0,0.292,0.759,121.777,4
126,4VKVl3wR3qFpZtzWlScvx4,Three Kingdom Love,TANK 呂建忠,mandopop,40,0.531,0.893,4,-2.078,0,0.0445,0.192,0.0,0.0899,0.812,151.924,4
127,69mZE03ZRctshpkHW5Zzs3,Waves Rushing Upon the Sandy Sea Beach,Natural Sounds;Natural White Noise for Babies;Nature Sound Collection;Sea Nature Players;Seashore Waves,sleep,34,0.134,0.997,8,-12.494,1,0.0642,0.328,0.999,0.506,1e-05,84.261,3
128,3hH67PUJBHH4kgC9c9Pbph,Groove Catcher,Marco Carola,minimal-techno,17,0.815,0.713,1,-13.131,1,0.0641,3.04e-05,0.96,0.0864,0.686,124.004,4
129,06kxa3al7bUqRRo5nAFduZ,Nightlight,ILLENIUM;Annika Wells,dub,61,0.494,0.651,11,-4.127,0,0.0384,0.0819,0.0,0.104,0.162,149.979,4
130,3IeXqCUNquwfnUQrEXSDnu,Ayrılığa Dayanamam,Leman Sam,jazz,43,0.645,0.37,7,-8.955,1,0.0367,0.82,0.0,0.177,0.53,126.029,4
131,1BZ9bUYt4fsF2bLVPZp2aU,Contraband (feat. Courtney LaPlante),Make Them Suffer;Courtney LaPlante,death-metal,49,0.475,0.959,11,-4.135,1,0.0903,9.35e-05,3.24e-06,0.213,0.135,129.983,4
132,2YzuZ4xyxTnpXUx9f2zViL,DISPLAY,Perfume,j-idol,21,0.678,0.954,6,-2.039,0,0.0337,0.0223,0.486,0.334,0.531,132.017,4
133,68Yc9ylRZZPtsuVgtrxcDj,Take Me Back ft. Yonnyboii,Zack Tabudlo;Yonnyboii,acoustic,50,0.595,0.646,0,-5.495,1,0.0327,0.11,0.0,0.258,0.563,120.049,4
134,1i7JnFAxC15AuF1dsosbYM,Pero,Zack Tabudlo,acoustic,65,0.644,0.412,5,-9.14,0,0.0307,0.796,0.127,0.0906,0.206,118.49,4
135,6JKLSrYx0XR3ayYWggoPNV,Stay in Love - Dance Radio Mix,Mon A Q,deep-house,32,0.702,0.715,0,-5.966,1,0.0309,0.077,7.71e-06,0.189,0.556,129.987,4
136,7qsLqfXB3JPyYo7UiHwRkZ,Perdón,Los Tecolines,guitar,28,0.711,0.522,11,-7.299,0,0.031,0.768,3.58e-05,0.211,0.788,110.752,4
137,3Seicc46xmtzCEz6jjyOqw,Making A Way,George Winston,new-age,28,0.572,0.00282,2,-22.044,0,0.152,0.994,0.544,0.103,0.607,130.71,4
138,5W5GU0F1k9VcfPbqrwm62o,Roy's Choice,De-Phazz,trip-hop,18,0.634,0.71,0,-9.192,1,0.0393,0.676,0.0545,0.611,0.655,129.74,4
139,4A1eCJDtbh7jty6VixOQhy,Hearts on Fire,ILLENIUM;Dabin;Lights,dub,48,0.365,0.765,1,-4.449,1,0.0416,0.0088,2.06e-06,0.0959,0.241,179.955,3
140,2VbqAARrwoNp8cdUj31vzv,La Abundancia,Los Caligaris,ska,43,0.562,0.845,9,-5.705,1,0.0299,0.0353,0.0,0.279,0.961,167.965,4
141,3DZ11M7LSpVQzYHnFx3i95,You Make Me Feel Like Dancing,Leo Sayer,disco,60,0.734,0.731,8,-5.24,0,0.0473,0.0784,0.0,0.108,0.705,96.071,4
